loss,data_loss,physics_loss
0.09423312544822693,0.001455875695683062,0.09277725219726562
0.07000472396612167,0.00015791910118423402,0.06984680145978928
0.08139413595199585,0.00011779837223002687,0.08127633482217789
0.07444901764392853,0.000437584996689111,0.07401143014431
0.0739399641752243,7.609758176840842e-05,0.07386386394500732
0.07684481889009476,7.339197327382863e-05,0.07677142322063446
0.07274968177080154,2.683062484720722e-05,0.07272285223007202
0.07114505022764206,3.775014556595124e-05,0.07110729813575745
0.07890692353248596,4.130112210987136e-05,0.07886562496423721
0.0864708200097084,0.00012584830983541906,0.08634497225284576
0.08627784997224808,2.8835451303166337e-05,0.08624901622533798
0.07657763361930847,3.400609057280235e-05,0.07654362916946411
0.07440025359392166,3.520055179251358e-05,0.0743650496006012
0.08367445319890976,2.1624633518513292e-05,0.08365283161401749
0.08968278765678406,5.582822996075265e-05,0.08962696045637131
0.07313315570354462,7.43706914363429e-05,0.07305878400802612
0.08469665050506592,2.8611546440515667e-05,0.08466804027557373
0.0910617858171463,5.184421024750918e-05,0.0910099446773529
0.0999387875199318,1.8752707546809688e-05,0.09992003440856934
0.07830791175365448,2.7862410206580535e-05,0.07828004658222198
0.07896158844232559,2.0204472093610093e-05,0.07894138246774673
0.06742694228887558,1.8121414541383274e-05,0.06740882247686386
0.07567466050386429,3.2927520805969834e-05,0.07564173638820648
0.08423309028148651,1.4544870282406919e-05,0.08421854674816132
0.0836535394191742,1.630097540328279e-05,0.08363723754882812
0.08048061281442642,1.5299265214707702e-05,0.08046531677246094
0.06755436211824417,2.6173749574809335e-05,0.06752818822860718
0.09246259182691574,1.9987379346275702e-05,0.0924426019191742
0.08416371792554855,3.8892016164027154e-05,0.08412482589483261
0.09054999053478241,1.2951086318935268e-05,0.09053704142570496
0.07212764024734497,1.4291220395534765e-05,0.07211335003376007
0.082064189016819,2.5441624529776163e-05,0.0820387452840805
0.0903591737151146,1.832186899264343e-05,0.09034085273742676
0.0734693706035614,1.3453598512569442e-05,0.07345591485500336
0.08287211507558823,1.1483098205644637e-05,0.08286063373088837
0.07965259999036789,1.821931618906092e-05,0.07963438332080841
0.07881292700767517,1.1981055649812333e-05,0.07880094647407532
0.07344601303339005,1.4852071217319462e-05,0.07343116402626038
0.06786666065454483,2.422396937618032e-05,0.06784243881702423
0.07525035738945007,2.366525586694479e-05,0.07522669434547424
0.08527886867523193,1.3349236724025104e-05,0.08526551723480225
0.06972933560609818,1.1942327546421438e-05,0.0697173923254013
0.09831659495830536,1.0356328857596964e-05,0.09830623865127563
0.0816948264837265,1.9284132577013224e-05,0.08167554438114166
0.08649184554815292,4.06999715778511e-05,0.08645114302635193
0.08470942080020905,1.525001152913319e-05,0.08469416946172714
0.09164824336767197,2.5525232558720745e-05,0.0916227176785469
0.0813409611582756,1.39517414936563e-05,0.08132700622081757
0.08689660578966141,8.850391168380156e-06,0.08688775449991226
0.08856987208127975,8.131271897582337e-06,0.08856174349784851
0.07795838266611099,2.5591383746359497e-05,0.07793278992176056
