loss,data_loss,physics_loss
0.030140206217765808,0.0004306057235226035,0.09620605409145355
0.029708148911595345,0.00019509729463607073,0.09683539718389511
0.02649318054318428,7.627950981259346e-05,0.08153966069221497
0.025987297296524048,7.500595529563725e-05,0.08361630886793137
0.02330048568546772,0.00013497451436705887,0.07557836174964905
0.025758348405361176,3.734930214704946e-05,0.08827611804008484
0.024922862648963928,0.0006300348322838545,0.08551385253667831
0.028805306181311607,2.91239884973038e-05,0.09411202371120453
0.024105876684188843,0.00026781257474794984,0.08210013806819916
0.022790469229221344,3.889181243721396e-05,0.07629180699586868
0.02289154939353466,5.098212568555027e-05,0.07583728432655334
0.025406276807188988,3.1003397452877834e-05,0.08207239955663681
0.02669033594429493,2.7933947421843186e-05,0.08428017050027847
0.02560572326183319,2.5939909392036498e-05,0.08301173150539398
0.0250508114695549,3.283032128820196e-05,0.0816204696893692
0.025952449068427086,1.825018262024969e-05,0.08548643440008163
0.028248367831110954,2.8646745704463683e-05,0.09086111187934875
0.02518412098288536,3.791775816353038e-05,0.08284050971269608
0.026613296940922737,2.3444339603884146e-05,0.08010171353816986
0.026453038677573204,3.792517600231804e-05,0.08109720051288605
0.02342997118830681,2.4546749045839533e-05,0.07728978991508484
0.0332154706120491,2.33602368098218e-05,0.10504098981618881
0.02605009265244007,1.4848636055830866e-05,0.08171495795249939
0.02476370334625244,3.8254995160968974e-05,0.08119414001703262
0.027542270720005035,2.182730531785637e-05,0.08778537809848785
0.024590585380792618,1.4719216778757982e-05,0.0779278427362442
0.026585208252072334,8.096255442069378e-06,0.08823196589946747
0.02756117656826973,1.6948446500464343e-05,0.0902106910943985
0.026946552097797394,2.1028648916399106e-05,0.08698616176843643
0.027314333245158195,2.6331435947213322e-05,0.08810059726238251
0.024765945971012115,4.22368902945891e-05,0.07725886255502701
0.020565440878272057,1.5860452549532056e-05,0.0679904967546463
0.024119123816490173,1.1081194315920584e-05,0.07887119054794312
0.025586122646927834,1.3979506547912024e-05,0.08017437160015106
0.028464045375585556,8.212691318476573e-05,0.09380684792995453
0.02230939082801342,1.246998999704374e-05,0.0719350129365921
0.02818094566464424,1.0604661838442553e-05,0.08935616910457611
0.027838576585054398,1.997743675019592e-05,0.08852306008338928
0.03156423568725586,8.964995686255861e-06,0.09962299466133118
0.027170469984412193,7.666183591936715e-06,0.08822354674339294
0.027236461639404297,1.0670082701835781e-05,0.08901271224021912
0.023961326107382774,6.906413545948453e-06,0.07747700810432434
0.02500450238585472,1.7518184904474765e-05,0.07968194782733917
0.02676292136311531,1.3540331565309316e-05,0.08733351528644562
0.023598823696374893,2.2534586605615914e-05,0.07855810225009918
0.027217427268624306,3.7412414712889586e-06,0.08965663611888885
0.02795923501253128,6.436047442548443e-06,0.09083514660596848
0.026256928220391273,4.350757990323473e-06,0.08474355936050415
0.025776352733373642,1.398217682435643e-05,0.08474937081336975
0.027150966227054596,8.243779120675754e-06,0.08919098973274231
0.0282454751431942,8.50223204906797e-06,0.08511319756507874
0.02343146502971649,7.334054316743277e-06,0.07608212530612946
0.02414790168404579,4.241856004227884e-06,0.07732176035642624
0.02902783639729023,4.8281772251357324e-06,0.09384991228580475
0.025479642674326897,1.762150895956438e-05,0.08586497604846954
0.024120807647705078,1.5119839190447237e-05,0.0793318897485733
0.022970888763666153,1.9726392565644346e-05,0.07465022802352905
0.02489697001874447,7.939323950267863e-06,0.07906186580657959
0.026841849088668823,5.427934866020223e-06,0.08869616687297821
0.020566603168845177,2.150831642211415e-05,0.06931403279304504
0.026615144684910774,5.587442046817159e-06,0.08893775939941406
0.026578957214951515,3.5313921671331627e-06,0.08401800692081451
0.02461433969438076,8.996561518870294e-06,0.07977692782878876
0.026095537468791008,2.5588335574866505e-06,0.08379790186882019
0.022772008553147316,1.4515562725136988e-05,0.0749344527721405
0.02651333436369896,2.970840796479024e-06,0.08649782836437225
0.02636728808283806,1.3329657122085337e-05,0.0918588787317276
0.026903241872787476,4.766147867485415e-06,0.08731659501791
0.02679469995200634,1.7198626665049233e-06,0.08405625075101852
0.028670744970440865,1.86815623237635e-06,0.08868923783302307
0.024485040456056595,9.418721674592234e-06,0.07863469421863556
0.023419218137860298,4.695231382356724e-06,0.07681683450937271
0.025228209793567657,1.8946504496852867e-05,0.07903841882944107
0.0308478232473135,4.391424226923846e-06,0.0961008369922638
0.027337701991200447,1.4467590517597273e-05,0.08590071648359299
0.02523418888449669,3.806490894930903e-06,0.07834535092115402
0.024594822898507118,1.6953546264630859e-06,0.081743985414505
0.02387162111699581,7.683774128963705e-06,0.07776634395122528
0.027968157082796097,5.4553256632061675e-06,0.08903396129608154
0.026484519243240356,3.313964953122195e-06,0.08515353500843048
0.02749904990196228,9.513836403129972e-07,0.08287665247917175
0.03174792230129242,3.4056902222801e-06,0.09435206651687622
0.02415570616722107,1.0917268809862435e-05,0.07920163869857788
0.026420798152685165,2.7939995561609976e-06,0.08240018784999847
0.024181239306926727,2.594410761957988e-05,0.08316697925329208
0.025521397590637207,3.198359081579838e-06,0.08087239414453506
0.026683062314987183,1.121179957408458e-05,0.08610302209854126
0.023501738905906677,1.3384367321123136e-06,0.07719524204730988
0.02768785133957863,1.6021817828004714e-06,0.09104298800230026
0.026204479858279228,5.8715422710520215e-06,0.08435575664043427
0.025592057034373283,6.683118499495322e-06,0.08384563773870468
0.024895835667848587,1.3581609437096631e-06,0.07784733176231384
0.024247830733656883,1.8565509890322573e-05,0.07937061786651611
0.02416999638080597,4.3827618355862796e-05,0.08268259465694427
0.023432185873389244,6.675839813397033e-06,0.07891440391540527
0.025750990957021713,9.861169019131921e-06,0.0842738151550293
0.022087983787059784,8.817585694487207e-06,0.07449124753475189
0.026369845494627953,5.112749022373464e-06,0.0809173732995987
0.02395285852253437,2.445912286930252e-06,0.0777936801314354
0.028474679216742516,1.1083203617090476e-06,0.09683896601200104
